"ID","Response"
"CAN000027206795",1
"CAN000027206799",1
"CAN000027206804",1
"CAN000027306818",0
"CAN000027506868",0
"CAN000027806920",1
"CAN000027906945",1
"CAN000028107006",0
"CAN000028307060",1
"CAN000028407091",1
"CAN000028607118",0
"CAN000028607119",1
"CAN000028607120",1
"CAN000028707123",1
"CAN000028907166",0
"CAN000029007192",0
"CAN000029007195",0
"CAN000029207244",1
"CAN000029207253",0
"CAN000029307266",0
"CAN000029307275",0
"CAN000029407305",1
"CAN000029507321",1
"CAN000029507323",1
"CAN000029707351",0
"CAN000029807357",0
"CAN000029807365",1
"CAN000029907387",1
"CAN000030207458",1
"CAN000030307479",1
"CAN000030307483",1
"CAN000030407493",0
"CAN000030507499",1
"CAN000030507509",1
"CAN000030507518",1
"CAN000030607524",0
"CAN000030607536",1
"CAN000030807589",0
"CAN000030907603",1
"CAN000031007635",1
"CAN000031007638",1
"CAN000031107658",0
"CAN000031507756",1
"CAN000031507758",1
"CAN000031507767",0
"CAN000031507778",0
"CAN000031607781",1
"CAN000031607788",1
"CAN000031607792",1
"CAN000031807873",1
"CAN000031807877",0
"CAN000031907913",1
"CAN000031907924",1
"CAN000032007940",1
"CAN000032007956",1
"CAN000032007959",1
"CAN000032107993",1
"CAN000032208005",1
"CAN000032408074",1
"CAN000032608121",1
"CAN000032708156",1
"CAN000032808184",1
"CAN000032808190",1
"CAN000032908211",0
"CAN000033308268",1
"CAN000033308273",1
"CAN000033408280",1
"CAN000033508318",1
"CAN000033608343",0
"CAN000033608359",1
"CAN000033608360",0
"CAN000033808378",0
"CAN000033808391",0
"CAN000033808403",1
"CAN000033908422",1
"CAN000034108491",0
"CAN000034208524",0
"CAN000034208537",0
"CAN000034208538",0
"CAN000034408571",0
"CAN000034608598",1
"CAN000034608609",1
"CAN000034808649",0
"CAN000035008683",0
"CAN000035108709",1
"CAN000035208735",1
"CAN000035308765",1
"CAN000035508804",0
"CAN000035908897",0
"CAN000036008921",1
"CAN000036108962",0
"CAN000036509027",1
"CAN000036709073",1
"CAN000036809092",1
"CAN000036809095",0
"CAN000036809107",0
"CAN000037009116",1
"CAN000037009121",1
"CAN000037309187",0
"CAN000037309192",1
"CAN000037309195",0
"CAN000037409220",0
"CAN000037509231",0
"CAN000037609258",1
"CAN000037709279",1
"CAN000037809315",0
"CAN000038009365",1
"CAN000038109389",1
"CAN000038309415",1
"CAN000038409418",1
"CAN000038609484",1
"CAN000038609490",0
"CAN000038709509",0
"CAN000038709516",0
"CAN000038709518",1
"CAN000038909545",0
"CAN000039009551",1
"CAN000039009565",1
"CAN000039109582",0
"CAN000039209621",0
"CAN000039309634",1
"CAN000039409679",1
"CAN000039509691",1
"CAN000039509697",0
"CAN000039609718",1
"CAN000039709746",1
"CAN000039809772",1
"CAN000039809775",0
"CAN000040009822",0
"CAN000040009826",0
"CAN000040109841",1
"CAN000040109843",1
"CAN000040309858",1
"CAN000040409875",1
"CAN000040409889",1
"CAN000040509898",1
"CAN000040509907",0
"CAN000040509919",1
"CAN000040609931",1
"CAN000040609932",0
"CAN000040709954",1
"CAN000040809984",1
"CAN000041010045",1
"CAN000041010048",1
"CAN000041210078",0
"CAN000041210080",1
"CAN000041210095",0
"CAN000041510194",1
"CAN000041510209",1
"CAN000041610235",1
"CAN000042110313",0
"CAN000042310374",1
"CAN000042310390",1
"CAN000042410395",0
"CAN000042410414",1
"CAN000042510423",1
"CAN000042610430",1
"CAN000042610431",0
"CAN000042610435",1
"CAN000042710469",0
"CAN000042710484",1
"CAN000042910577",1
"CAN000043110609",0
"CAN000043110612",1
"CAN000043210650",1
"CAN000043610726",0
"CAN000043610732",1
"CAN000043610733",1
"CAN000043710755",1
"CAN000043710756",1
"CAN000043910793",0
"CAN000044310878",0
"CAN000044410907",1
"CAN000044510911",1
"CAN000044510928",1
"CAN000044710950",0
"CAN000044710953",1
"CAN000044810986",1
"CAN000044910991",0
"CAN000045011006",1
"CAN000045011010",1
"CAN000045211076",0
"CAN000045311089",0
"CAN000045411124",1
"CAN000045511142",0
"CAN000045511145",1
"CAN000045511150",1
"CAN000045711185",1
"CAN000045811214",0
"CAN000045911232",1
"CAN000046011267",1
"CAN000046111284",1
"CAN000046311349",1
"CAN000046411368",0
"CAN000046511381",0
"CAN000046711411",1
"CAN000046711416",0
"CAN000046811426",0
"CAN000046811427",0
"CAN000047111485",1
"CAN000047311534",0
"CAN000047611743",1
"CAN000047611762",0
"CAN000047711766",0
"CAN000047711767",0
"CAN000047811793",0
"CAN000048311892",1
"CAN000048311894",0
"CAN000048511927",1
"CAN000048511949",1
"CAN000048611952",1
"CAN000048711985",0
"CAN000048711992",1
"CAN000048812006",1
"CAN000049012065",0
"CAN000049012070",1
"CAN000049212114",1
"CAN000049512181",1
"CAN000049512185",0
"CAN000049612192",0
"CAN000049712242",1
"CAN000050112516",1
"CAN000050612617",0
"CAN000050712636",0
"CAN000050712659",0
"CAN000050912693",1
"CAN000050912714",1
"CAN000051012726",1
"CAN000051112753",0
"CAN000051112756",1
"CAN000051112763",1
"CAN000051212772",1
"CAN000051212794",0
"CAN000051312826",1
"CAN000051412837",0
"CAN000051712917",0
"CAN000051712918",1
"CAN000051912955",1
"CAN000052012972",1
"CAN000052012973",1
"CAN000052113003",0
"CAN000052113019",1
"CAN000052213028",1
"CAN000052413092",1
"CAN000052713152",0
"CAN000052713196",1
"CAN000052913244",0
"CAN000053213288",1
"CAN000053213289",0
"CAN000053413324",1
"CAN000053513335",0
"CAN000053513350",0
"CAN000053613361",1
"CAN000053613364",1
"CAN000053713386",0
"CAN000053713394",0
"CAN000054013444",1
"CAN000054113481",1
"CAN000054213506",1
"CAN000054313536",1
"CAN000054413543",1
"CAN000054413558",1
"CAN000054513580",1
"CAN000054713623",1
"CAN000054713624",1
"CAN000054913666",0
"CAN000055113715",1
"CAN000055113723",0
"CAN000055113728",0
"CAN000055313749",0
"CAN000055513785",0
"CAN000055613819",0
"CAN000055613827",1
"CAN000055713834",0
"CAN000055713835",1
"CAN000055913866",1
"CAN000056013910",1
"CAN000056213964",0
"CAN000056413977",1
"CAN000056413983",0
"CAN000056413985",1
"CAN000056514002",1
"CAN000056614074",0
"CAN000056614085",0
"CAN000056714087",1
"CAN000056814114",1
"CAN000056914138",1
"CAN000057014144",1
"CAN000057014161",0
"CAN000057114193",0
"CAN000057614283",0
"CAN000057814317",0
"CAN000057914338",0
"CAN000057914355",1
"CAN000058014365",1
"CAN000058114390",0
"CAN000058214405",1
"CAN000058314448",0
"CAN000058414457",1
"CAN000058414459",0
"CAN000058514477",1
"CAN000059014579",1
"CAN000059014600",1
"CAN000059114604",0
"CAN000059114628",1
"CAN000059314659",0
"CAN000059314680",1
"CAN000059414686",1
"CAN000059414689",0
"CAN000059514715",0
"CAN000059614730",0
"CAN000059614743",0
"CAN000059814755",0
"CAN000059814769",1
"CAN000060014802",0
"CAN000060014807",0
"CAN000060114834",0
"CAN000060214857",1
"CAN000060314869",0
"CAN000060614924",1
"CAN000060814948",1
"CAN000060814969",0
"CAN000060914979",1
"CAN000060914996",0
"CAN000061015006",1
"CAN000061015026",1
"CAN000061115050",1
"CAN000061215066",1
"CAN000061315092",1
"CAN000061415113",1
"CAN000061615173",1
"CAN000061715245",0
"CAN000061815253",0
"CAN000061815254",0
"CAN000062015303",1
"CAN000062115330",1
"CAN000062215353",0
"CAN000062315358",1
"CAN000062315364",1
"CAN000062415384",1
"CAN000062615394",0
"CAN000062615411",1
"CAN000062715422",1
"CAN000062815447",0
"CAN000062815459",1
"CAN000063015495",1
"CAN000063015502",1
"CAN000063415562",1
"CAN000063615720",1
"CAN000063815747",0
"CAN000063815754",0
"CAN000064015796",1
"CAN000064115825",1
"CAN000064115834",0
"CAN000064215853",0
"CAN000064215855",1
"CAN000064415871",1
"CAN000064415891",1
"CAN000064515907",1
"CAN000064715962",1
"CAN000064815967",0
"CAN000064815968",0
"CAN000065015987",1
"CAN000065116007",0
"CAN000065116011",0
"CAN000065216041",1
"CAN000065316085",1
"CAN000065316116",0
"CAN000065516154",0
"CAN000065516158",1
"CAN000065516162",0
"CAN000065616178",1
"CAN000065616197",0
"CAN000065616198",0
"CAN000065816221",1
"CAN000065816229",0
"CAN000066116276",1
"CAN000066416340",0
"CAN000066516354",0
"CAN000066516367",0
"CAN000066616385",1
"CAN000066716399",0
"CAN000066716404",1
"CAN000066816433",1
"CAN000066816449",1
"CAN000066916470",0
"CAN000066916475",1
"CAN000067116486",1
"CAN000067116499",1
"CAN000067116503",0
"CAN000067516582",1
"CAN000067816630",1
"CAN000067816643",0
"CAN000067816647",0
"CAN000067916649",0
"CAN000068016667",1
"CAN000068216700",0
"CAN000068316720",1
"CAN000068416734",1
"CAN000068716811",0
"CAN000068816839",0
"CAN000069116917",1
"CAN000069116923",1
"CAN000069516980",1
"CAN000069617022",1
"CAN000069717040",1
"CAN000069917078",1
"CAN000069917098",0
"CAN000069917100",1
"CAN000070017118",1
"CAN000070117138",0
"CAN000070117139",0
"CAN000070217142",0
"CAN000070517207",1
"CAN000070517219",0
"CAN000070617250",0
"CAN000070617256",0
"CAN000071017324",1
"CAN000071217413",1
"CAN000071517515",0
"CAN000071717559",1
"CAN000071917589",0
"CAN000071917593",1
"CAN000072017621",0
"CAN000072117627",1
"CAN000072317682",0
"CAN000072317683",0
"CAN000072317695",0
"CAN000072617752",0
"CAN000072617754",0
"CAN000072617761",1
"CAN000072717768",1
"CAN000072917809",1
"CAN000073017818",0
"CAN000073017826",0
"CAN000073017834",0
"CAN000073117862",0
"CAN000073117865",1
"CAN000073217874",1
"CAN000073417917",0
"CAN000073417924",1
"CAN000073617960",0
"CAN000073617961",1
"CAN000073718010",1
"CAN000073718012",1
"CAN000073818024",1
"CAN000073918046",0
"CAN000073918047",1
"CAN000073918050",1
"CAN000074018060",0
"CAN000074218110",1
"CAN000074218122",0
"CAN000074218127",1
"CAN000074318147",1
"CAN000074418156",1
"CAN000074418163",1
"CAN000074418167",0
"CAN000074618201",1
"CAN000074818244",0
"CAN000074918257",0
"CAN000074918260",1
"CAN000074918284",0
"CAN000075018295",0
"CAN000075118300",0
"CAN000075318325",0
"CAN000075518385",1
"CAN000075518409",1
"CAN000075618413",1
"CAN000075618435",1
"CAN000075718444",1
"CAN000075918501",1
"CAN000075918502",0
"CAN000076018542",0
"CAN000076318620",1
"CAN000076418643",0
"CAN000076418644",0
"CAN000076518666",1
"CAN000076518674",1
"CAN000076518676",1
"CAN000077018765",0
"CAN000077118783",0
"CAN000077118784",0
"CAN000077418854",0
"CAN000077418863",0
"CAN000077418869",1
"CAN000077518877",0
"CAN000077518902",0
"CAN000077618913",1
"CAN000077618915",1
"CAN000077718938",1
"CAN000077718941",0
"CAN000077818969",1
"CAN000078019031",0
"CAN000078019034",1
"CAN000078119041",1
"CAN000078319105",1
"CAN000078519122",0
"CAN000078619149",0
"CAN000078719193",1
"CAN000078719195",0
"CAN000079019262",1
"CAN000079019270",0
"CAN000079119277",1
"CAN000079119289",1
"CAN000079119293",0
"CAN000079219307",1
"CAN000079319315",0
"CAN000079419335",1
"CAN000079619392",0
"CAN000079719415",0
"CAN000079919466",1
"CAN000079919470",1
"CAN000080019484",1
"CAN000080019490",0
"CAN000080119499",1
"CAN000080119505",1
"CAN000080119511",0
"CAN000080219518",1
"CAN000080219522",0
"CAN000080319540",1
"CAN000080519594",1
"CAN000080519605",1
"CAN000080619611",1
"CAN000080819669",1
"CAN000081019709",1
"CAN000081019712",1
"CAN000081119738",1
"CAN000081119747",0
"CAN000081219761",1
"CAN000081319784",1
"CAN000081319786",0
"CAN000081319789",1
"CAN000081419813",1
"CAN000081419815",0
"CAN000081419821",1
"CAN000081419831",0
"CAN000081619859",1
"CAN000081619860",1
"CAN000081719888",0
"CAN000081819907",1
"CAN000081919913",0
"CAN000082220019",0
"CAN000082420048",0
"CAN000082520108",1
"CAN000082620113",0
"CAN000082720138",1
"CAN000083220236",1
"CAN000083220245",0
"CAN000083320270",1
"CAN000083420293",0
"CAN000083420330",1
"CAN000083620379",1
"CAN000083920426",1
"CAN000084020456",0
"CAN000084120468",0
"CAN000084220480",1
"CAN000084320505",1
"CAN000084520572",1
"CAN000084620582",1
"CAN000084720611",0
"CAN000085020688",1
"CAN000085220733",1
"CAN000085420781",0
"CAN000085420784",0
"CAN000085620845",1
"CAN000085720871",1
"CAN000085920923",1
"CAN000086120973",1
"CAN000086421051",1
"CAN000086421054",1
"CAN000086621108",0
"CAN000086721122",1
"CAN000086821167",0
"CAN000086921185",0
"CAN000087021192",1
"CAN000087121204",0
"CAN000087221229",1
"CAN000087421263",1
"CAN000087421267",1
"CAN000087421270",1
"CAN000087521312",0
"CAN000087721347",0
"CAN000087721349",0
"CAN000087821366",1
"CAN000087821368",1
"CAN000087921396",1
"CAN000087921399",0
"CAN000088221452",1
"CAN000088221454",1
"CAN000088221465",0
"CAN000088421497",1
"CAN000088421510",1
"CAN000088521538",1
"CHL000000100019",1
"CHL000000100027",1
"CHL000000200059",1
"CHL000000300084",1
"CHL000000300105",0
"CHL000000400111",1
"CHL000000400113",0
"CHL000000400127",1
"CHL000000400142",0
"CHL000000500179",0
"CHL000000600222",0
"CHL000000700230",1
"CHL000000800249",1
"CHL000000800250",0
"CHL000000800270",0
"CHL000000900279",0
"CHL000001100357",0
"CHL000001100361",0
"CHL000001200391",0
"CHL000001300398",0
"CHL000001400452",0
"CHL000001500475",1
"CHL000001500485",0
"CHL000001500489",1
"CHL000001800526",1
"CHL000001900546",0
"CHL000001900549",1
"CHL000001900554",1
"CHL000002000591",0
"CHL000002000599",1
"CHL000002100622",1
"CHL000002300693",0
"CHL000002400696",1
"CHL000002400723",1
"CHL000002500737",1
"CHL000002500765",1
"CHL000002700815",0
"CHL000002800838",0
"CHL000002900846",1
"CHL000002900849",1
"CHL000003000881",1
"CHL000003100931",0
"CHL000003100932",0
"CHL000003300958",0
"CHL000003600994",0
"CHL000003701020",1
"CHL000003701034",0
"CHL000003701039",1
"CHL000003801056",1
"CHL000004001102",0
"CHL000004001128",1
"CHL000004101159",1
"CHL000004201190",0
"CHL000004201194",0
"CHL000004301209",1
"CHL000004301225",0
"CHL000004401263",0
"CHL000004501273",0
"CHL000004601304",1
"CHL000004601331",1
"CHL000004801371",0
"CHL000004801383",1
"CHL000004801390",0
"CHL000004901431",0
"CHL000004901432",0
"CHL000005001454",1
"CHL000005001467",1
"CHL000005101479",0
"CHL000005101507",0
"CHL000005201514",0
"CHL000005201521",0
"CHL000005201534",0
"CHL000005401588",1
"CHL000005501592",1
"CHL000005501599",1
"CHL000005601634",1
"CHL000005601640",1
"CHL000005701678",1
"CHL000005801688",1
"CHL000005801690",1
"CHL000005901723",1
"CHL000005901728",0
"CHL000005901735",0
"CHL000006001747",0
"CHL000006001756",1
"CHL000006001769",0
"CHL000006101813",1
"CHL000006201832",0
"CHL000006201841",0
"CHL000006501936",0
"CHL000006601973",0
"CHL000006701996",0
"CHL000006902012",1
"CHL000006902029",1
"CHL000007102087",0
"CHL000007102088",1
"CHL000007302156",0
"CHL000007302171",1
"CHL000007602234",1
"CHL000007702252",0
"CHL000007702260",0
"CHL000007802315",1
"CHL000007902344",0
"CHL000008002389",0
"CHL000008002393",1
"CHL000008102414",1
"CHL000008102428",0
"CHL000008102429",1
"CHL000008202449",0
"CHL000008202453",1
"CHL000008202461",0
"CHL000008202470",0
"CHL000008302473",1
"CHL000008402516",0
"CHL000008402520",0
"CHL000008402535",0
"CHL000008502571",1
"CHL000008602585",0
"CHL000008602602",1
"CHL000008602616",0
"CHL000008702638",1
"CHL000008702647",0
"CHL000008802657",1
"CHL000008802677",1
"CHL000008902720",1
"CHL000008902731",0
"CHL000009102778",0
"CHL000009102787",0
"CHL000009202810",1
"CHL000009202814",1
"CHL000009302842",0
"CHL000009402878",1
"CHL000009502890",1
"CHL000009502895",1
"CHL000009602941",1
"CHL000009602946",0
"CHL000009702965",1
"CHL000009702996",1
"CHL000009803035",0
"CHL000009903044",0
"CHL000010003096",1
"CHL000010003100",1
"CHL000010003109",1
"CHL000010103119",1
"CHL000010303179",1
"CHL000010403226",0
"CHL000010503246",1
"CHL000010503247",0
"CHL000010803303",1
"CHL000011003356",1
"CHL000011103387",0
"CHL000011303459",1
"CHL000011303465",1
"CHL000011403499",0
"CHL000011403501",0
"CHL000011503536",1
"CHL000011503540",1
"CHL000011603581",0
"CHL000011803611",1
"CHL000012003680",0
"CHL000012003682",1
"CHL000012003691",1
"CHL000012103707",1
"CHL000012403797",1
"CHL000012403817",1
"CHL000012603854",0
"CHL000012703915",0
"CHL000012803936",1
"CHL000012803945",0
"CHL000012903971",0
"CHL000012903973",0
"CHL000012904000",1
"CHL000013004007",0
"CHL000013004040",1
"CHL000013104048",0
"CHL000013104060",0
"CHL000013204079",0
"CHL000013304109",0
"CHL000013304113",0
"CHL000013404158",0
"CHL000013404160",1
"CHL000013404169",0
"CHL000013504174",0
"CHL000013504190",0
"CHL000013604227",0
"CHL000013604229",0
"CHL000013804297",1
"CHL000013804308",0
"CHL000014004347",1
"CHL000014004349",1
"CHL000014104370",1
"CHL000014204426",0
"CHL000014304440",1
"CHL000014404480",1
"CHL000014404484",1
"CHL000014404506",1
"CHL000014504544",0
"CHL000014604556",0
"CHL000014604563",1
"CHL000014704582",0
"CHL000014704598",0
"CHL000014904662",1
"CHL000014904678",1
"CHL000015004683",0
"CHL000015004696",1
"CHL000015104725",1
"CHL000015104729",1
"CHL000015204745",0
"CHL000015204746",1
"CHL000015204750",1
"CHL000015404807",1
"CHL000015704859",0
"CHL000016004960",0
"CHL000016004973",1
"CHL000016004995",1
"CHL000016105028",0
"CHL000016205036",0
"CHL000016205062",1
"CHL000016305077",1
"CHL000016505146",0
"CHL000016605192",0
"CHL000016605193",1
"CHL000016605201",0
"CHL000016705223",0
"CHL000016705250",0
"CHL000016805264",0
"CHL000016805267",0
"CHL000016805274",0
"CHL000017005328",0
"CHL000017005333",0
"CHL000017005343",0
"CHL000017105358",0
"CHL000017205387",0
"CHL000017205405",1
"CHL000017205410",1
"CHL000017305417",1
"CHL000017305436",0
"CHL000017305449",0
"CHL000017405464",1
"CHL000017405478",1
"CHL000017605515",1
"CHL000017705519",0
"CHL000017805530",0
"CHL000017805531",0
"CHL000017805545",0
"CHL000017805561",1
"CHL000018005606",0
"CHL000018005636",0
"CHL000018105664",1
"CHL000018305685",1
"CHL000018305689",0
"CHL000018405725",0
"CHL000018405742",0
"CHL000018705789",1
"CHL000018705797",1
"CHL000018705815",0
"CHL000018805836",1
"CHL000018805852",1
"CHL000018805854",1
"CHL000018905864",1
"CHL000018905872",0
"CHL000019005887",0
"CHL000019005895",0
"CHL000019105936",0
"CHL000019305963",0
"CHL000019405981",1
"CHL000019405984",1
"CHL000019405986",0
"CHL000019506007",0
"CHL000019506018",1
"CHL000019606064",1
"CHL000019806113",0
"CHL000020006162",0
"CHL000020106198",0
"CHL000020206218",1
"CHL000020206221",0
"CHL000020206237",0
"CHL000020406295",0
"CHL000020406299",0
"CHL000020506307",0
"CHL000020506323",1
"CHL000020606347",0
"CHL000020606368",0
"CHL000020706405",1
"CHL000020806424",1
"CHL000020806450",0
"CHL000020906474",1
"CHL000020906478",0
"CHL000021006493",0
"CHL000021106528",1
"CHL000021106554",0
"CHL000021206578",1
"CHL000021306600",0
"CHL000021606677",1
"CHL000021606713",1
"CHL000021706752",1
"CHL000021806773",0
"CHL000021806783",0
"CHL000021906804",0
"CHL000021906826",1
"COL000000200027",0
"COL000000300059",0
"COL000000400087",0
"COL000000500127",0
"COL000000600149",0
"COL000000600151",0
"COL000000800196",1
"COL000000800210",0
"COL000000800218",0
"COL000000900239",0
"COL000001000269",1
"COL000001300305",0
"COL000001400339",1
"COL000001500349",0
"COL000001700375",0
"COL000001800409",0
"COL000002000465",1
"COL000002200515",0
"COL000002300543",1
"COL000002500600",0
"COL000002500606",0
"COL000002600637",0
"COL000002600650",0
"COL000002800680",0
"COL000002900705",0
"COL000003100743",0
"COL000003100761",0
"COL000003300819",1
"COL000003400821",0
"COL000003400826",0
"COL000003400842",1
"COL000003600883",1
"COL000003600884",0
"COL000003700903",1
"COL000003700906",0
"COL000003900934",0
"COL000004000963",0
"COL000004100982",0
"COL000004201012",0
"COL000004301023",0
"COL000004301028",1
"COL000004401071",1
"COL000004501098",0
"COL000004501099",0
"COL000004701169",1
"COL000004701173",1
"COL000004901229",1
"COL000004901235",0
"COL000005101283",0
"COL000005101290",0
"COL000005801385",0
"COL000006001416",1
"COL000006101431",0
"COL000006101455",0
"COL000006201457",1
"COL000006401521",1
"COL000006401541",0
"COL000006401542",0
"COL000006501564",0
"COL000006601572",1
"COL000006601593",0
"COL000006801640",0
"COL000006801647",0
"COL000006901669",1
"COL000006901672",0
"COL000006901676",1
"COL000007101744",0
"COL000007201770",0
"COL000007301822",0
"COL000007401829",0
"COL000007401836",1
"COL000007601863",1
"COL000007601888",1
"COL000007701913",0
"COL000007801926",0
"COL000007901934",1
"COL000008001957",1
"COL000008001960",0
"COL000008101988",1
"COL000008101997",0
"COL000008302022",0
"COL000008402042",0
"COL000008402062",0
"COL000008802140",0
"COL000008802153",1
"COL000009002191",0
"COL000009102243",0
"COL000009202258",1
"COL000009302290",0
"COL000009302292",0
"COL000009402314",0
"COL000009402323",0
"COL000009502363",1
"COL000009602387",0
"COL000009602392",1
"COL000009602393",0
"COL000009702405",0
"COL000009702423",1
"COL000009802457",1
"COL000009902471",0
"COL000010002482",1
"COL000010002491",1
"COL000010002511",0
"COL000010302531",0
"COL000010302561",0
"COL000010402582",0
"COL000010702629",0
"COL000010702641",0
"COL000010802668",0
"COL000010802687",0
"COL000010902699",0
"COL000011002706",1
"COL000011102749",0
"COL000011302789",1
"COL000011602860",0
"COL000011702895",0
"COL000011802907",0
"COL000011802928",0
"COL000011802935",1
"COL000011902943",1
"COL000011902967",1
"COL000012002986",0
"COL000012203034",0
"COL000012303043",1
"COL000012303066",0
"COL000012403087",0
"COL000012503102",0
"COL000012503124",0
"COL000012603138",0
"COL000012703169",0
"COL000012703175",0
"COL000012803200",0
"COL000012903227",1
"COL000012903231",1
"COL000013103275",1
"COL000013203297",0
"COL000013303326",1
"COL000013303329",1
"COL000013503403",0
"COL000013603427",1
"COL000013703474",1
"COL000013803492",1
"COL000013803495",1
"COL000013903519",0
"COL000014003555",1
"COL000014103587",0
"COL000014203604",0
"COL000014403648",0
"COL000014603713",0
"COL000014603731",0
"COL000014703771",1
"COL000014803806",0
"COL000014903811",0
"COL000014903821",0
"COL000015003842",0
"COL000015003854",0
"COL000015003856",0
"COL000015103895",0
"COL000015203900",0
"COL000015303950",0
"COL000015303951",0
"COL000015303954",0
"COL000015403957",1
"COL000015403967",0
"COL000015503992",0
"COL000015503993",0
"COL000015604025",0
"COL000015604036",0
"COL000015704047",1
"COL000015704055",1
"COL000015704067",1
"COL000015804081",0
"COL000015804098",1
"COL000015904115",0
"COL000016104166",0
"COL000016104167",0
"COL000016204190",0
"COL000016204192",0
"COL000016404212",0
"COL000016604259",1
"COL000016704268",0
"COL000016804274",0
"COL000016804291",0
"COL000017004334",0
"COL000017004337",0
"COL000017004346",0
"COL000017204392",1
"COL000017304435",1
"COL000017404472",1
"COL000017704523",1
"COL000017704529",0
"COL000017704536",0
"COL000018204620",0
"COL000018304626",1
"COL000018304630",1
"COL000018404658",0
"COL000018404672",1
"COL000018504693",0
"COL000018504702",1
"COL000018604705",0
"COL000018604720",0
"COL000018804769",1
"COL000018804770",0
"COL000018804772",0
"COL000018904809",1
"COL000019004816",0
"COL000019104843",1
"COL000019104850",1
"COL000019204875",0
"COL000019204890",0
"COL000019304911",1
"COL000019304913",0
"COL000019604997",1
"COL000019705013",1
"COL000019805024",0
"COL000019805029",0
"COL000019905050",0
"COL000020005088",0
"COL000020105116",1
"COL000020305172",0
"COL000020405192",1
"COL000020405202",0
"COL000020505249",1
"COL000020605260",0
"COL000020705286",0
"COL000020705294",0
"COL000020905340",0
"COL000020905351",1
"COL000021005363",0
"COL000021005367",0
"COL000021005374",0
"COL000021105389",0
"COL000021405461",1
"COL000021505480",0
"COL000021505486",0
"COL000021505493",0
"COL000021805564",0
"COL000021905577",0
"COL000021905591",0
"COL000022105621",1
"COL000022405694",0
"COL000022405702",0
"COL000022405713",0
"COL000022505725",0
"COL000022705741",0
"COL000022705749",1
"COL000022805778",1
"COL000022805779",0
"COL000023005796",0
"COL000023005820",0
"COL000023105858",0
"COL000023105859",0
"COL000023205864",0
"COL000023405911",0
"COL000023405918",0
"COL000023505956",0
"COL000023505962",1
"COL000023605981",0
"COL000023605999",1
"COL000023806038",0
"COL000023906078",0
"COL000023906083",0
"COL000024206153",0
"COL000024306165",0
"COL000024306185",0
"COL000024406205",0
"COL000024506243",1
"COL000024506250",0
"COL000024606284",0
"COL000024706293",0
"COL000024706314",1
"COL000024706324",0
"COL000024806328",0
"COL000024906333",0
"COL000024906336",1
"COL000025406455",1
"COL000025406459",1
"COL000025406466",0
"COL000025506469",0
"COL000025506487",0
"COL000025606497",0
"COL000025806536",0
"COL000025806539",1
"COL000025906564",0
"COL000026006568",0
"COL000026006572",1
"COL000026006581",1
"COL000026106630",1
"COL000026206638",0
"COL000026306668",0
"COL000026306672",1
"COL000026406716",0
"COL000026506722",1
"COL000026506725",1
"COL000026606757",0
"COL000026706766",0
"COL000026806790",1
"COL000027006863",1
"COL000027206910",1
"COL000027406974",0
"COL000027406993",0
"COL000027506997",0
"COL000027607015",0
"COL000027707041",1
"COL000027707063",0
"COL000027907085",1
"COL000027907086",1
"COL000027907100",1
"COL000028007105",0
"COL000028107167",0
"COL000028207189",1
"COL000028207197",0
"COL000028307204",0
"COL000028407246",1
"COL000028507288",0
"COL000028707329",1
"COL000029007393",1
"COL000029007414",1
"COL000029007422",0
"COL000029207451",0
"COL000029207454",1
"COL000029407513",0
"COL000029507543",0
"COL000029607590",0
"COL000029707622",0
"COL000029807632",0
"COL000029807640",0
"COL000029907651",1
"COL000029907655",0
"COL000029907659",0
"COL000029907662",1
"COL000030007689",0
"COL000030007707",0
"COL000030207730",0
"COL000030207739",1
"COL000030307751",0
"COL000030407773",1
"COL000030407779",0
"COL000030507805",0
"COL000030507809",1
"COL000030607831",1
"COL000030607842",1
"COL000030707858",0
"COL000030807892",1
"COL000030807916",1
"COL000030907933",0
"COL000031107987",0
"COL000031107991",0
"COL000031208013",0
"COL000031308036",1
"COL000031308059",1
"COL000031408098",0
"COL000031508100",0
"COL000031608127",0
"COL000031608144",0
"COL000031808171",0
"COL000031808194",0
"COL000031908204",1
"COL000032208307",1
"COL000032208312",1
"COL000032208318",1
"COL000032308343",1
"COL000032408376",1
"COL000032508407",1
"COL000033008566",0
"COL000033108579",0
"COL000033308643",0
"COL000033408648",1
"COL000033508689",1
"COL000033508696",0
"COL000033508699",0
"COL000033608714",0
"COL000033608729",1
"COL000033608730",0
"COL000033708755",0
"COL000033708761",0
"COL000033908794",1
"COL000034108864",1
"COL000034308902",0
"COL000034408909",1
"COL000034508924",0
"COL000034508940",0
"COL000034608944",0
"COL000034708957",1
"COL000034708976",1
"COL000034808986",0
"COL000035009025",0
"COL000035109042",1
"COL000035109054",1
"COL000035109061",1
"CZE000000100003",1
"CZE000000100006",0
"CZE000000100011",1
"CZE000000100012",1
"CZE000000100020",1
"CZE000000200036",1
"CZE000000200049",1
"CZE000000200060",1
"CZE000000300065",1
"CZE000000300071",1
"CZE000000300075",1
"CZE000000300080",0
"CZE000000300081",1
"CZE000000300088",1
"CZE000000300092",0
"CZE000000400100",1
"CZE000000400103",0
"CZE000000400104",1
"CZE000000400107",1
"CZE000000400110",1
"CZE000000500117",1
"CZE000000500118",0
"CZE000000600120",1
"CZE000000600121",1
